,Name,Link,Author,Description,,Content Type,Solution Type Mapping,Reference Architecture Tag,Solution Center Associated,Future Status of Solution,Industries,Language,Category 1,Categories 1a,Categories 1a,OG Categories,Category 2,Category 2a,Category 2a,OG Categories,Category 3,Category 3a,Category 3a,,,,,,,,,Status,Date Published,Date Updated,Updated by
hybrid_tables_performance_optimization_primer,Hybrid Tables Performance Optimization Primer,https://quickstarts.snowflake.com/guide/hybrid_tables_performance_optimization_primer/index.html,Jon Osborn,Follow this primer to learn about basic hybrid table performance optimization techniques,"Getting-Started, Hybrid Tables, Unistore",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Data Engineering,snowflake-site:taxonomy/product/data-engineering,,kanwalzs,,,,,,,,,,,,,,,,Published,"Aug 8, 2025","Sep 3, 2025",kanwalzs
building-cortex-aisql-powered-call-centre-analytics,Build Cortex AISQL Powered Call Center Analytics Solution,https://quickstarts.snowflake.com/guide/building-cortex-aisql-powered-call-centre-analytics/index.html,Phani Raj,"Build a comprehensive call center analytics solution using Snowflake Cortex Analyst, Cortex AISQL, and interactive Streamlit dashboards for intelligent conversation insights and natural language querying.","featured,getting-started,ai,cortex,cortex-aisql, AI Transcribe",snowflake-site:taxonomy/solution-center/certification/quickstart,snowflake-site:taxonomy/solution-center/certification/certified-solution,snowflake-site:taxonomy/solution-center/includes/architecture,https://www.snowflake.com/en/developers/solutions-center/call-center-analytics-with-snowflake-cortex-and-snowpark-container-services/,Remove,,en,AI,snowflake-site:taxonomy/product/ai,,sfc-gh-praj,,,,,,,,,,,,,,,,Published,"Aug 9, 2025","Aug 18, 2025",sfc-gh-praj
retail_snowflake_intelligence,Retail Snowflake Intelligence with Cortex Agents,https://quickstarts.snowflake.com/guide/retail_snowflake_intelligence/index.html,Charlie Hammond,This solution goes through Snowflake Intelligence with retail data.,"Getting-Started, AI",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,snowflake-site:taxonomy/industry/retail-and-cpg,en,Platform,snowflake-site:taxonomy/product/platform,,sfc-gh-chammond,,,,,,,,,,,,,,,,Published,"Aug 20, 2025","Sep 4, 2025",sfc-gh-chammond
braze-email-engagement-analytics-cortex,AI Powered Campaign Analytics with Braze and Snowflake Cortex,https://quickstarts.snowflake.com/guide/braze-email-engagement-analytics-cortex/index.html,Snowflake,Build an intelligent email engagement analytics app using Braze data and Snowflake Cortex AI,"cortex,analytics,marketing,streamlit",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Applications & Collaboration,snowflake-site:taxonomy/product/applications-and-collaboration,,jtilbyjones,,,,,,,,,,,,,,,,Published,"Aug 22, 2025","Sep 3, 2025",jtilbyjones
devops_dcm_dlsync_github,DevOps Database Change Management with DLSync and GitHub,https://quickstarts.snowflake.com/guide/devops_dcm_dlsync_github/index.html,Ytbarek Hailu,This guide will provide step-by-step details for getting started with DevOps on Snowflake by leveraging DLSync and GitHub,devops,snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Data Engineering,snowflake-site:taxonomy/product/data-engineering,,sfc-gh-yhailu,,,,,,,,,,,,,,,,Published,"Aug 22, 2025","Aug 28, 2025",sfc-gh-yhailu
analyze_data_with_python_using_posit_workbench_and_snowflake,Analyze Data with Python using Posit Workbench and Snowflake,https://quickstarts.snowflake.com/guide/analyze_data_with_python_using_posit_workbench_and_snowflake/index.html,"Sara Altman, Daniel Chen",Analyze Data with Python using Posit Workbench and Snowflake,Getting-Started,snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Analytics,snowflake-site:taxonomy/product/analytics,,"Sara Altman, Daniel Chen",,,,,,,,,,,,,,,,Published,"Aug 25, 2025","Aug 25, 2025","Sara Altman, Daniel Chen"
tidymodel-prediction-workflows-inside-snowflake-with-orbital,Tidymodel Prediction Workflows Inside Snowflake with Orbital,https://quickstarts.snowflake.com/guide/tidymodel-prediction-workflows-inside-snowflake-with-orbital/index.html,Sara Altman,Tidymodel Prediction Workflows Inside Snowflake with Orbital,Data-Science,snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Analytics,snowflake-site:taxonomy/product/analytics,,Sara Altman,,,,,,,,,,,,,,,,Published,"Aug 25, 2025","Aug 25, 2025",Sara Altman
modeling-subway-disruptions-with-neo4j,Identify Bottlenecks and Model Disruptions using Neo4j Graph Analytics,https://quickstarts.snowflake.com/guide/modeling-subway-disruptions-with-neo4j/index.html,corydon baylor,How to model subway disruptions using dijsktra in Neo4j Graph Analytics for Snowflake,"getting-started,partner-integrations",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Analytics,snowflake-site:taxonomy/product/analytics,,corydonbaylor,,,,,,,,,,,,,,,,Published,"Aug 26, 2025","Aug 26, 2025",corydonbaylor
getting_started_with_snowpark_connect_for_apache_spark,Getting Started with Snowpark Connect for Apache Spark Duration 5,https://quickstarts.snowflake.com/guide/getting_started_with_snowpark_connect_for_apache_spark/index.html,"Vino Duraisamy, Kala Govindarajan",This quickstart guide shows you how to get started with Snowpark Connect for Apache Spark™ categories,,snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Data Engineering,snowflake-site:taxonomy/product/data-engineering,,vinodhini-sd,,,,,DE - Snowpark DE,snowflake-site:taxonomy/snowflake-feature/snowpark,,,,,,,,,,Published,"Aug 27, 2025","Aug 28, 2025",vinodhini-sd
getting-started-with-snowflake-trail-for-observability,Getting Started with Snowflake Trail for Observability,https://quickstarts.snowflake.com/guide/getting-started-with-snowflake-trail-for-observability/index.html,Matt Barreiro,"Learn how to enable and use Snowflake Trail for comprehensive observability across your Snowflake workloads, including logs, traces, metrics, and monitoring capabilities.","Trail,Observability,Getting-Started",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,Platform,snowflake-site:taxonomy/product/platform,,mattbarreiro,,,,,,,,,,,,,,,,Published,"Aug 29, 2025","Aug 29, 2025",mattbarreiro
compare-and-evaluate-chunking-strategies,Compare and Evaluate Chunking Strategies,https://quickstarts.snowflake.com/guide/compare-and-evaluate-chunking-strategies/index.html,"Josh Reini, Elliot Botwick",Learn how to evaluate different chunking strategies for Retrieval Augmented Generation (RAG) applications using Snowflake's AI Observability features.,"getting-started, streamlit, snowflake, featured",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,AI,snowflake-site:taxonomy/product/ai,,"Josh Reini, Elliot Botwick",,,,,,,,,,,,,,,,Published,"Sep 5, 2025","Sep 5, 2025","Josh Reini, Elliot Botwick"
snow_bear_leveraging_cortex_for_advanced_analytics,Snow Bear Fan Experience Analytics Leveraging Cortex for Advanced Analytics,https://quickstarts.snowflake.com/guide/snow_bear_leveraging_cortex_for_advanced_analytics/index.html,Joviane Bellegarde,Snow Bear Fan Experience Analytics - Leveraging Cortex for Advanced Analytics,"Cortex, Analytics, Getting-Started, AI",snowflake-site:taxonomy/solution-center/certification/quickstart,snowflake-site:taxonomy/solution-center/certification/certified-solution,snowflake-site:taxonomy/solution-center/includes/architecture,https://www.snowflake.com/en/developers/solutions-center/snow-bear-fan-experience-analytics/,Remove,,en,Analytics,snowflake-site:taxonomy/product/analytics,,sfc-gh-jbellegarde,,,,,,,,,,,,,,,,Hidden,"Sep 12, 2025","Sep 15, 2025",sfc-gh-jbellegarde
modern_lakehouse_analytics_on_snowflake,Intro to Lakehouse Analytics on Snowflake Duration 5,https://quickstarts.snowflake.com/guide/modern_lakehouse_analytics_on_snowflake/index.html,Vino Duraisamy,This quickstart guide shows you how to get started Lakehouse analytics use cases on Snowflake,Getting-Started,snowflake-site:taxonomy/solution-center/certification/quickstart,snowflake-site:taxonomy/solution-center/certification/certified-solution,snowflake-site:taxonomy/solution-center/includes/architecture,https://www.snowflake.com/en/developers/solutions-center/modern-lakehouse-analytics-blueprint/,Remove,,en,Analytics,snowflake-site:taxonomy/product/analytics,,vinodhini-sd,,,,,,,,,,,,,,,,Published,"Sep 15, 2025","Sep 16, 2025",vinodhini-sd
/SFGUIDE-SEC-TARIFF-SENTIMENT,Snowflake Public Data - SEC Tarrif Sentiment,https://quickstarts.snowflake.com/guide/SFGUIDE-SEC-TARIFF-SENTIMENT/,Hartland Brown,"This demo utilizes the Snowflake Public Data Products listing, specifically the SEC Filings data set, to look for data mentioning tariffs and analyze the sentiment  of that data with Snowflake Cortex.",,snowflake-site:taxonomy/solution-center/certification/quickstart,snowflake-site:taxonomy/solution-center/certification/certified-solution,snowflake-site:taxonomy/solution-center/includes/architecture,https://www.snowflake.com/en/developers/solutions-center/snowflake-public-data-sec-tariff-sentiment/,Remove,snowflake-site:taxonomy/industry/public-sector,en,Analytics,snowflake-site:taxonomy/product/analytics,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building_An_Automated_ELT_Workflow_On_Snowflake_With_Openflow,Building an Automated ELT Workflow in Snowflake with Openflow,https://quickstarts.snowflake.com/guide/Building_An_Automated_ELT_Workflow_On_Snowflake_With_Openflow/index.html,Jonathan Leclavier,Build an automated ELT workflow on Snowflake with Openflow,"getting-started,data-engineering,partner-integrations,demos",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/platform,,,,,,,,,,,,,,,,,,Published,18-Aug-25,4-Oct-25,kanwalzs
a_guide_to_implementing_a_pipeline_for_database_change_management,Implementing a Pipeline for Database Change Management,https://quickstarts.snowflake.com/guide/a_guide_to_implementing_a_pipeline_for_database_change_management/index.html,Meher Garda,Implementing a Pipeline for Database Change Management,"Getting-Started, Data Engineering",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/data-engineering,,,,,,,,,,,,,,,,,,Draft,14-Oct-25,14-Oct-25,sfc-gh-mgarda
ask_questions_to_your_own_documents_with_snowflake_cortex_search,Build a Retrieval Augmented Generation RAG based LLM assistant using Streamlit and Snowflake Cortex Search,https://quickstarts.snowflake.com/guide/ask_questions_to_your_own_documents_with_snowflake_cortex_search/index.html,Carlos Carrero,Step-by-step guide on how to create a RAG app using Snowflake Cortex Search and Streamlit.,"featured,getting-started,data-science,gen-ai",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/ai,,,,,,,,,,,,,,,,,,Published,29-Aug-24,30-Sep-25,ccarrero-sf
build-evaluate-rag-langchain-snowflake,Build and Evaluate RAG with LangChain and Snowflake,https://quickstarts.snowflake.com/guide/build-evaluate-rag-langchain-snowflake/index.html,Josh Reini,"Learn how to build and evaluate a Retrieval-Augmented Generation (RAG) application using LangChain and Snowflake Cortex. This guide walks through creating a retriever, building a RAG chain, and evaluating its performance with TruLens.","getting-started, data-engineering, snowflake, featured",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/ai,,,AI: Model Development,snowflake-site:taxonomy/snowflake-feature/model-development,,,,,,,,,,,,,,Published,25-Sep-25,25-Sep-25,Josh Reini
getting-started-with-openflow-postgresql-cdc,Getting Started with PostgreSQL CDC,https://quickstarts.snowflake.com/guide/getting-started-with-openflow-postgresql-cdc/index.html,Kamesh Sampath,Getting Started with Openflow PostgreSQL Change Data Capture (CDC),"featured,getting-started,data-engineering,cdc,openflow,connectors",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/platform,,,"DE: Ingestion, DE: Transformation",snowflake-site:taxonomy/snowflake-feature/ingestion,snowflake-site:taxonomy/snowflake-feature/transformation,,,,,,,,,,,,,published,9-Oct-25,10-Oct-25,kameshsampath
getting_started_with_Openflow_unstructured_data_pipeline,Getting Started with Openflow Unstructured Data Pipeline,https://quickstarts.snowflake.com/guide/getting_started_with_Openflow_unstructured_data_pipeline/index.html,Kamesh Sampath,Getting Started with Openflow Unstructured Data Pipeline using Google Drive and Snowflake Intelligence,"featured,getting-started,data-engineering,unstructured-data,ai,Openflow,connectors",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/platform,,,"DE: Ingestion, DE: Transformation",snowflake-site:taxonomy/snowflake-feature/ingestion,snowflake-site:taxonomy/snowflake-feature/transformation,,,,,,,,,,,,,Published,3-Oct-25,6-Oct-25,kameshsampath
getting_started_with_Openflow_spcs,Getting Started with Snowflake Openflow SPCS,https://quickstarts.snowflake.com/guide/getting_started_with_Openflow_spcs/index.html,"Kamesh Sampath, Dan Chaffelson",Getting Started with Snowflake Openflow using Snowpark Container Services (SPCS),"featured,getting-started,data-engineering,data-integration,Openflow,spcs",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/platform,,,"DE: Ingestion, DE: Transformation",snowflake-site:taxonomy/snowflake-feature/ingestion,snowflake-site:taxonomy/snowflake-feature/transformation,,,,,,,,,,,,,Published,3-Oct-25,9-Oct-25,kameshsampath
getting-started-with-snowflake-mcp-server,Getting Started with Managed Snowflake MCP Server,https://quickstarts.snowflake.com/guide/getting-started-with-snowflake-mcp-server/index.html,Dash Desai,This guide outlines the process for getting started with Snowflake MCP Server.,"featured,getting-started,data-science-&-ml,app-development",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/ai,,,,,,,,,,,,,,,,,,Published,30-Sep-25,3-Oct-25,iamontheinet
getting_started_with_bedrock_agentcore_gateways_and_cortex_agents,Getting Started with Bedrock AgentCore Gateways and Cortex Agents,https://quickstarts.snowflake.com/guide/getting_started_with_bedrock_agentcore_gateways_and_cortex_agents/index.html,"marzillo-snow, quilpie",This is a quickstart for using Cortex Agents and Amazon Q,"Getting-Started, data-science, data-engineering, AWS, cortex, genai, Amazon, Bedrock, MCP, search, LLM, copilot, Agents, Cortex",snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/ai,,,,,,,,,,,,,,,,,,Published,25-Aug-25,16-Sep-25,sfc-gh-mmarzillo
getting_started_with_openflow_for_cdc_on_sql_server,Getting Started with Snowflake Openflow for Change Data Capture from SQL Server,https://quickstarts.snowflake.com/guide/getting_started_with_openflow_for_cdc_on_sql_server/index.html,"Vino Duraisamy, Jakub Puchalski","Through this guide, you will learn how to move beyond slow, nightly batch jobs and stream data in real-time from an operational database like SQL Server directly into Snowflake.",Getting-Started,snowflake-site:taxonomy/solution-center/certification/quickstart,,,,,,en,,snowflake-site:taxonomy/product/platform,,,,,,,,,,,,,,,,,,Published,6-Oct-25,8-Oct-25,vinodhini-sd
